vm_id,cpu_cores,ram,bandwidth_req,net_1_load,net_1_latency,net_1_bandwidth_avail,net_2_load,net_2_latency,net_2_bandwidth_avail,net_3_load,net_3_latency,net_3_bandwidth_avail,net_4_load,net_4_latency,net_4_bandwidth_avail,net_5_load,net_5_latency,net_5_bandwidth_avail,net_6_load,net_6_latency,net_6_bandwidth_avail,net_7_load,net_7_latency,net_7_bandwidth_avail,net_8_load,net_8_latency,net_8_bandwidth_avail,net_9_load,net_9_latency,net_9_bandwidth_avail,net_10_load,net_10_latency,net_10_bandwidth_avail,net_11_load,net_11_latency,net_11_bandwidth_avail,net_12_load,net_12_latency,net_12_bandwidth_avail,net_13_load,net_13_latency,net_13_bandwidth_avail,net_14_load,net_14_latency,net_14_bandwidth_avail,net_15_load,net_15_latency,net_15_bandwidth_avail,net_16_load,net_16_latency,net_16_bandwidth_avail,net_17_load,net_17_latency,net_17_bandwidth_avail,net_18_load,net_18_latency,net_18_bandwidth_avail,net_19_load,net_19_latency,net_19_bandwidth_avail,net_20_load,net_20_latency,net_20_bandwidth_avail,label_network_id,task_completion_time,throughput_achieved,task_type
739,2,2048,270,0.08,6.23,712,0.17,7.59,932,0.16,7.33,827,0.18,7.68,1115,0.20,8.01,814,0.11,11.71,817,0.08,11.20,1107,0.29,14.40,1189,0.09,11.40,929,0.27,14.10,1087,0.08,11.24,1045,0.24,13.60,1161,0.06,10.96,921,0.28,14.25,1063,0.11,11.71,953,0.21,23.12,1195,0.17,22.58,971,0.14,22.09,1182,0.05,20.82,1027,0.18,22.67,850,1,25.00,239.78,io_bound
740,1,1024,164,0.14,7.04,989,0.06,5.83,942,0.06,5.87,1072,0.25,8.76,1155,0.10,6.57,1000,0.06,10.85,1058,0.13,11.93,1003,0.23,13.42,873,0.16,12.35,917,0.24,13.66,1088,0.13,12.01,894,0.22,13.26,827,0.24,13.59,1194,0.29,14.41,956,0.03,10.47,684,0.04,20.66,960,0.17,22.54,1144,0.22,23.37,985,0.05,20.72,808,0.27,24.01,942,15,150.00,150.48,mixed
741,1,2048,91,0.23,8.52,1161,0.16,7.36,956,0.27,9.00,974,0.18,7.74,911,0.17,7.56,1025,0.19,12.85,812,0.04,10.54,853,0.06,10.86,1101,0.07,11.07,883,0.29,14.28,908,0.14,12.14,1121,0.01,10.18,934,0.11,11.72,909,0.30,14.46,961,0.06,10.83,1188,0.26,23.87,960,0.11,21.72,829,0.26,23.84,807,0.16,22.44,1055,0.01,20.08,1013,12,150.00,83.31,mixed
743,1,4096,59,0.13,6.88,1171,0.10,6.52,1175,0.12,6.75,933,0.22,8.32,1093,0.05,5.68,871,0.13,11.92,1151,0.19,12.78,1182,0.06,10.84,1066,0.10,11.48,1007,0.21,13.09,1057,0.24,13.55,1196,0.12,11.78,852,0.18,12.75,889,0.10,11.43,1191,0.17,12.51,1180,0.07,21.01,1119,0.20,23.02,895,0.02,20.35,913,0.14,22.04,961,0.11,21.64,1044,5,10.00,55.85,cpu_bound
744,1,512,222,0.24,8.55,1063,0.14,7.13,1172,0.01,5.14,907,0.28,9.13,848,0.15,7.18,1130,0.14,12.11,1174,0.12,11.73,1007,0.00,10.01,972,0.04,10.59,1150,0.15,12.29,854,0.30,14.48,1170,0.23,13.38,1014,0.08,11.16,1024,0.16,12.47,899,0.29,14.40,1129,0.21,23.17,869,0.16,22.45,1090,0.22,23.31,1165,0.10,21.46,1137,0.17,22.55,848,3,10.00,210.71,cpu_bound
745,1,2048,265,0.12,6.81,1193,0.19,7.84,1109,0.19,7.81,999,0.29,9.29,825,0.15,7.24,1008,0.09,11.34,1097,0.18,12.75,1132,0.25,13.79,1179,0.18,12.64,904,0.29,14.30,810,0.26,13.88,897,0.12,11.87,949,0.11,11.63,923,0.06,10.93,1045,0.28,14.17,1036,0.02,20.28,691,0.04,20.60,803,0.05,20.71,844,0.11,21.72,841,0.21,23.08,1095,16,150.00,238.17,mixed
746,1,512,238,0.08,6.20,846,0.29,9.28,1027,0.27,9.01,1146,0.11,6.67,1118,0.17,7.55,1126,0.05,10.81,893,0.23,13.50,909,0.06,10.96,945,0.01,10.17,867,0.03,10.45,1103,0.11,11.66,828,0.24,13.62,989,0.00,10.01,631,0.10,11.53,992,0.28,14.25,1030,0.24,23.54,1003,0.26,23.87,1008,0.20,22.98,819,0.13,21.97,1149,0.28,24.16,974,13,50.00,214.50,io_bound
748,2,1024,242,0.29,9.28,1116,0.18,7.67,841,0.14,7.12,1131,0.05,5.75,666,0.13,6.88,827,0.11,11.59,1043,0.27,14.01,815,0.15,12.29,971,0.11,11.58,1051,0.15,12.30,937,0.23,13.48,1122,0.14,12.09,1153,0.25,13.70,1165,0.07,11.05,972,0.16,12.40,974,0.08,21.24,821,0.13,21.90,1091,0.02,20.30,856,0.22,23.28,1058,0.18,22.76,959,4,5.00,224.58,cpu_bound
749,1,2048,257,0.05,5.75,815,0.28,9.27,1040,0.04,5.56,941,0.27,9.02,1152,0.23,8.42,1127,0.13,12.01,805,0.16,12.47,1073,0.28,14.22,1053,0.21,13.18,967,0.20,13.04,1076,0.11,11.71,852,0.01,10.08,562,0.05,10.82,990,0.12,11.79,842,0.26,13.97,1018,0.19,22.92,1068,0.15,22.21,1103,0.22,23.34,1112,0.11,21.66,856,0.06,20.88,1185,12,10.00,245.27,cpu_bound
750,2,512,219,0.23,8.42,1040,0.24,8.55,1126,0.01,5.12,692,0.25,8.75,1033,0.26,8.92,966,0.12,11.79,863,0.02,10.37,1130,0.20,12.97,917,0.21,13.22,1172,0.12,11.87,1190,0.27,13.99,1074,0.17,12.51,930,0.01,10.11,866,0.09,11.40,1039,0.16,12.39,820,0.16,22.40,1052,0.13,21.90,1081,0.14,22.06,1139,0.03,20.47,1110,0.20,22.98,1109,3,25.00,202.54,io_bound
751,1,512,182,0.06,5.86,728,0.20,8.04,935,0.21,8.18,1187,0.11,6.68,1101,0.21,8.17,873,0.09,11.38,1007,0.04,10.61,1024,0.10,11.51,1135,0.09,11.32,1152,0.13,12.02,894,0.07,11.05,1144,0.23,13.39,831,0.29,14.36,925,0.08,11.26,983,0.19,12.91,880,0.30,24.44,1092,0.19,22.90,804,0.13,21.98,839,0.11,21.72,931,0.08,21.23,845,1,50.00,161.96,io_bound
752,1,512,157,0.05,5.79,920,0.19,7.92,1140,0.01,5.10,665,0.03,5.42,879,0.30,9.45,1164,0.07,11.03,998,0.21,13.20,1094,0.19,12.78,1181,0.10,11.54,947,0.25,13.68,884,0.16,12.45,1157,0.29,14.28,878,0.03,10.49,1073,0.27,14.04,866,0.15,12.22,1128,0.24,23.60,924,0.09,21.36,1040,0.23,23.48,961,0.05,20.82,1185,0.07,21.01,1014,3,10.00,144.36,cpu_bound
753,1,512,247,0.09,6.31,1076,0.07,5.98,841,0.08,6.23,1085,0.13,6.96,867,0.19,7.89,1196,0.07,11.04,979,0.19,12.90,1165,0.15,12.21,1110,0.23,13.48,980,0.05,10.77,1068,0.01,10.21,949,0.18,12.77,1146,0.26,13.91,1194,0.09,11.29,1082,0.25,13.70,838,0.15,22.26,834,0.28,24.13,1094,0.05,20.73,841,0.14,22.16,962,0.03,20.48,995,11,10.00,229.43,cpu_bound
754,2,512,195,0.06,5.86,1058,0.07,6.03,870,0.25,8.76,921,0.12,6.75,1068,0.06,5.97,1059,0.29,14.30,1091,0.16,12.34,954,0.24,13.64,1060,0.01,10.10,661,0.03,10.51,1102,0.25,13.72,1023,0.11,11.59,1149,0.08,11.18,1080,0.28,14.13,1192,0.15,12.32,910,0.02,20.32,851,0.11,21.70,1199,0.01,20.19,1037,0.10,21.50,906,0.18,22.64,1116,9,5.00,174.34,cpu_bound
755,2,512,210,0.22,8.28,1051,0.10,6.54,825,0.17,7.54,932,0.24,8.65,962,0.11,6.60,1040,0.18,12.75,1028,0.07,11.03,1140,0.15,12.28,1094,0.06,10.95,683,0.18,12.66,1134,0.27,14.06,1185,0.10,11.48,1110,0.10,11.50,1000,0.25,13.79,1051,0.17,12.51,934,0.14,22.07,1119,0.11,21.70,1110,0.09,21.41,1091,0.19,22.84,1143,0.24,23.63,1099,9,5.00,185.04,cpu_bound
757,2,1024,255,0.00,5.04,630,0.05,5.71,1094,0.07,6.01,950,0.24,8.55,1138,0.01,5.17,1164,0.02,10.32,1021,0.09,11.31,1196,0.21,13.17,1056,0.11,11.72,967,0.08,11.21,948,0.07,11.12,1137,0.12,11.85,973,0.17,12.58,857,0.26,13.90,884,0.08,11.18,1012,0.23,23.40,1181,0.09,21.40,993,0.19,22.79,1133,0.28,24.24,967,0.00,20.02,956,1,25.00,232.89,io_bound
759,2,1024,230,0.21,8.22,1189,0.26,8.95,1125,0.23,8.39,820,0.03,5.40,773,0.11,6.59,909,0.21,13.10,854,0.27,13.99,1008,0.30,14.49,1073,0.27,14.12,957,0.02,10.35,933,0.28,14.15,1157,0.28,14.14,904,0.22,13.31,1016,0.10,11.44,1169,0.01,10.14,910,0.14,22.13,802,0.16,22.36,1182,0.29,24.37,887,0.22,23.36,851,0.17,22.52,1189,4,5.00,208.07,cpu_bound
760,2,512,233,0.04,5.58,815,0.18,7.75,801,0.09,6.40,1116,0.23,8.49,1127,0.10,6.43,855,0.29,14.40,1190,0.24,13.59,1154,0.06,10.83,1176,0.00,10.04,871,0.02,10.36,1192,0.29,14.40,862,0.17,12.48,954,0.21,13.12,929,0.08,11.13,984,0.16,12.36,944,0.04,20.53,925,0.22,23.27,1039,0.06,20.85,824,0.04,20.54,957,0.14,22.03,1199,9,5.00,227.67,cpu_bound
761,2,4096,291,0.19,7.86,1169,0.19,7.91,812,0.21,8.16,990,0.06,5.95,958,0.23,8.44,870,0.02,10.25,827,0.22,13.37,1044,0.08,11.23,887,0.29,14.34,858,0.24,13.55,937,0.19,12.92,1039,0.26,13.94,1056,0.09,11.32,933,0.05,10.69,1019,0.24,13.53,1123,0.08,21.16,1089,0.15,22.18,879,0.19,22.87,902,0.13,21.89,870,0.29,24.41,1152,6,75.00,265.40,mixed
762,2,512,92,0.27,9.00,1138,0.25,8.77,837,0.14,7.07,1178,0.00,5.07,958,0.05,5.68,907,0.06,10.85,1190,0.26,13.97,1074,0.07,11.12,826,0.08,11.16,1128,0.04,10.67,996,0.27,14.12,1013,0.15,12.27,1084,0.16,12.33,1142,0.12,11.75,936,0.12,11.78,886,0.22,23.31,885,0.12,21.76,1007,0.12,21.73,1126,0.02,20.35,844,0.19,22.91,952,4,5.00,83.62,cpu_bound
764,1,512,110,0.09,6.35,1121,0.27,9.04,1163,0.28,9.19,1092,0.23,8.43,1198,0.16,7.37,843,0.19,12.84,979,0.14,12.14,1186,0.25,13.81,1114,0.28,14.16,947,0.07,11.00,1168,0.09,11.37,860,0.12,11.80,1059,0.14,12.09,1059,0.04,10.61,890,0.22,13.25,1009,0.27,24.09,801,0.06,20.87,1189,0.23,23.39,1089,0.27,24.00,988,0.07,21.01,906,14,50.00,100.33,io_bound
767,2,4096,179,0.13,6.95,998,0.24,8.65,1088,0.25,8.68,1133,0.21,8.09,1109,0.16,7.45,993,0.02,10.29,678,0.10,11.44,859,0.17,12.56,867,0.07,11.06,1092,0.24,13.64,900,0.28,14.27,989,0.07,10.99,906,0.25,13.78,1047,0.07,11.02,891,0.15,12.26,1055,0.06,20.96,1074,0.17,22.48,948,0.07,21.11,1179,0.07,21.03,997,0.29,24.30,808,6,75.00,160.17,mixed
770,1,2048,57,0.15,7.27,1027,0.29,9.40,905,0.20,8.03,822,0.23,8.46,982,0.00,5.06,1141,0.18,12.71,1152,0.18,12.65,976,0.06,10.95,935,0.13,11.93,820,0.04,10.66,877,0.02,10.26,836,0.24,13.65,1147,0.15,12.30,938,0.24,13.54,950,0.16,12.34,893,0.22,23.28,998,0.16,22.38,982,0.28,24.18,1102,0.16,22.35,1143,0.18,22.70,1054,5,50.00,56.64,io_bound
772,2,1024,101,0.01,5.09,815,0.05,5.78,813,0.05,5.72,1092,0.14,7.13,825,0.18,7.75,1036,0.24,13.64,1180,0.27,13.98,965,0.09,11.31,1162,0.19,12.88,1066,0.13,11.88,1078,0.26,13.83,1166,0.20,12.95,907,0.05,10.76,1050,0.14,12.08,1074,0.03,10.41,843,0.03,20.42,930,0.20,23.07,1082,0.07,21.01,805,0.25,23.80,1105,0.02,20.31,1013,1,25.00,100.10,io_bound
773,1,512,113,0.17,7.61,1088,0.07,6.12,835,0.24,8.54,919,0.08,6.19,925,0.14,7.03,1185,0.20,13.04,1147,0.22,13.27,858,0.00,10.02,1008,0.01,10.16,1090,0.19,12.86,960,0.09,11.28,804,0.00,10.06,1176,0.18,12.76,852,0.28,14.23,1182,0.06,10.92,1058,0.14,22.11,1169,0.19,22.78,1118,0.22,23.30,1045,0.12,21.87,823,0.17,22.57,1132,8,50.00,106.08,io_bound
774,1,1024,86,0.17,7.52,814,0.04,5.61,736,0.24,8.56,967,0.21,8.11,1145,0.15,7.27,839,0.24,13.63,1128,0.10,11.46,1127,0.22,13.24,1132,0.19,12.81,902,0.18,12.73,884,0.25,13.68,927,0.27,14.12,1102,0.15,12.26,1198,0.05,10.76,1157,0.22,13.28,1165,0.12,21.73,1097,0.21,23.18,1109,0.21,23.09,1114,0.27,24.02,1020,0.03,20.46,1134,2,150.00,81.39,mixed
776,1,1024,241,0.24,8.55,1028,0.06,5.89,962,0.13,6.91,1028,0.06,5.96,1100,0.14,7.04,977,0.28,14.19,1182,0.18,12.66,971,0.23,13.51,1102,0.21,13.13,1079,0.18,12.74,804,0.27,14.05,1074,0.00,10.01,793,0.11,11.68,1065,0.08,11.19,1170,0.18,12.77,1020,0.21,23.21,826,0.12,21.81,965,0.16,22.43,1030,0.21,23.17,871,0.07,21.08,1014,12,10.00,217.35,cpu_bound
777,2,512,67,0.30,9.48,860,0.28,9.19,1064,0.04,5.57,1058,0.15,7.31,879,0.28,9.27,807,0.12,11.78,1142,0.22,13.34,1194,0.22,13.25,1158,0.22,13.30,1054,0.07,11.04,1172,0.02,10.30,1156,0.01,10.17,812,0.19,12.87,853,0.25,13.69,1147,0.28,14.16,862,0.24,23.64,1045,0.14,22.09,807,0.21,23.18,1058,0.14,22.08,820,0.24,23.55,944,12,25.00,64.42,io_bound
778,1,2048,217,0.04,5.64,1025,0.14,7.04,813,0.27,9.02,1056,0.30,9.43,866,0.01,5.20,691,0.25,13.82,917,0.27,14.07,1178,0.07,11.05,1159,0.16,12.41,886,0.30,14.49,800,0.29,14.37,1010,0.06,10.85,846,0.28,14.26,1175,0.20,12.93,1181,0.23,13.52,965,0.30,24.49,1089,0.19,22.90,1041,0.17,22.48,1079,0.12,21.73,921,0.08,21.14,1033,5,10.00,199.95,cpu_bound
780,2,1024,108,0.23,8.41,910,0.14,7.11,1014,0.19,7.81,1023,0.04,5.54,1008,0.22,8.27,1087,0.03,10.48,1057,0.11,11.62,897,0.15,12.22,1031,0.30,14.47,1164,0.29,14.41,1115,0.10,11.51,1113,0.29,14.34,1180,0.21,13.16,993,0.16,12.37,1177,0.16,12.40,1130,0.26,23.95,898,0.25,23.74,899,0.13,21.91,936,0.09,21.41,903,0.06,20.93,1049,4,5.00,98.37,cpu_bound
782,2,512,238,0.02,5.33,1064,0.09,6.30,892,0.01,5.15,832,0.23,8.41,1122,0.29,9.38,836,0.08,11.25,1167,0.18,12.69,1143,0.22,13.27,968,0.00,10.06,1163,0.02,10.25,846,0.22,13.26,1141,0.10,11.46,1111,0.13,11.95,809,0.20,12.94,888,0.02,10.36,831,0.20,23.03,1133,0.19,22.78,1174,0.14,22.06,1150,0.19,22.83,1064,0.04,20.54,853,3,5.00,231.42,cpu_bound
783,2,512,205,0.04,5.64,917,0.28,9.13,1013,0.01,5.17,775,0.15,7.31,1070,0.21,8.20,1072,0.26,13.84,1150,0.16,12.46,1144,0.10,11.57,1062,0.17,12.50,1106,0.16,12.34,1113,0.25,13.69,816,0.20,12.98,1069,0.10,11.52,1031,0.24,13.62,1187,0.02,10.32,891,0.05,20.82,1093,0.29,24.36,819,0.26,23.84,1133,0.09,21.42,921,0.17,22.54,1012,3,5.00,201.19,cpu_bound
785,1,2048,115,0.12,6.84,1154,0.00,5.03,730,0.06,5.93,1099,0.04,5.65,1131,0.07,6.04,903,0.20,12.98,809,0.09,11.34,1010,0.04,10.59,896,0.14,12.05,1061,0.14,12.09,923,0.17,12.53,1167,0.01,10.19,1194,0.18,12.66,988,0.25,13.80,845,0.22,13.28,965,0.19,22.78,1133,0.06,20.84,878,0.10,21.52,889,0.19,22.90,867,0.11,21.70,1076,2,10.00,105.11,cpu_bound
786,1,4096,167,0.25,8.68,811,0.19,7.83,1168,0.17,7.59,1177,0.20,8.07,987,0.21,8.15,889,0.00,10.04,927,0.06,10.96,1120,0.27,14.00,990,0.22,13.26,1016,0.07,10.99,1052,0.01,10.18,870,0.12,11.75,974,0.21,13.12,904,0.24,13.60,838,0.23,13.50,1020,0.05,20.82,1172,0.27,24.07,979,0.24,23.64,1193,0.08,21.26,1142,0.21,23.11,1194,6,50.00,153.47,io_bound
787,1,512,160,0.14,7.17,1005,0.27,8.99,902,0.30,9.49,932,0.26,8.91,972,0.21,8.21,1148,0.03,10.50,974,0.24,13.59,830,0.08,11.26,805,0.12,11.77,958,0.15,12.29,960,0.20,12.93,823,0.08,11.21,819,0.19,12.81,1117,0.21,13.19,1045,0.15,12.25,1116,0.27,24.02,1041,0.24,23.60,846,0.04,20.62,1116,0.30,24.47,1048,0.30,24.43,952,6,150.00,142.62,mixed
788,1,1024,146,0.22,8.31,1116,0.15,7.27,1140,0.22,8.32,1117,0.27,9.04,858,0.10,6.52,1109,0.03,10.48,1036,0.19,12.89,1007,0.03,10.51,910,0.01,10.13,1005,0.03,10.39,1093,0.14,12.03,1116,0.29,14.29,1143,0.23,13.48,1008,0.17,12.61,908,0.04,10.62,1109,0.14,22.04,1191,0.08,21.20,1015,0.25,23.76,1030,0.13,21.91,1089,0.24,23.59,1097,9,50.00,131.44,io_bound
789,2,1024,73,0.15,7.26,1151,0.19,7.84,1091,0.11,6.72,919,0.19,7.85,1139,0.22,8.32,1121,0.13,11.90,1008,0.24,13.62,1161,0.18,12.65,820,0.23,13.42,1116,0.25,13.71,1152,0.16,12.43,1044,0.08,11.14,945,0.23,13.42,1172,0.25,13.69,853,0.07,11.06,1012,0.02,20.23,1005,0.03,20.38,1053,0.07,21.02,948,0.12,21.82,839,0.06,20.92,942,16,75.00,67.67,mixed
794,2,512,151,0.22,8.28,959,0.13,7.02,1029,0.21,8.11,1125,0.13,6.91,954,0.15,7.24,853,0.09,11.36,1079,0.26,13.84,1106,0.16,12.37,1122,0.08,11.17,808,0.21,13.15,829,0.07,11.08,873,0.24,13.63,929,0.02,10.29,888,0.04,10.63,867,0.24,13.63,844,0.01,20.11,1032,0.12,21.83,1023,0.08,21.19,1015,0.28,24.15,1107,0.11,21.63,923,13,75.00,137.28,mixed
795,2,2048,53,0.09,6.34,833,0.08,6.18,819,0.03,5.50,961,0.06,5.93,854,0.07,6.01,972,0.25,13.77,886,0.01,10.14,993,0.05,10.68,1170,0.11,11.58,1026,0.05,10.71,909,0.06,10.90,1073,0.00,10.03,802,0.05,10.77,943,0.17,12.57,1035,0.19,12.91,956,0.18,22.69,1004,0.10,21.45,916,0.01,20.11,1199,0.16,22.35,1008,0.23,23.51,1135,12,5.00,50.05,cpu_bound
797,1,4096,200,0.15,7.24,956,0.21,8.12,1061,0.10,6.44,867,0.08,6.13,861,0.02,5.25,905,0.22,13.36,1105,0.12,11.85,975,0.28,14.19,953,0.03,10.44,1047,0.19,12.85,855,0.15,12.30,953,0.11,11.70,832,0.18,12.77,891,0.06,10.95,979,0.23,13.42,1013,0.24,23.65,1125,0.25,23.73,1163,0.27,24.07,1054,0.30,24.46,832,0.02,20.25,1114,5,10.00,193.26,cpu_bound
798,2,1024,110,0.12,6.73,1078,0.15,7.25,1069,0.28,9.27,1091,0.08,6.14,1122,0.18,7.71,1158,0.19,12.85,1144,0.20,13.03,882,0.28,14.23,869,0.06,10.97,936,0.11,11.64,1005,0.24,13.64,1193,0.07,11.05,935,0.06,10.88,1031,0.04,10.66,869,0.16,12.45,822,0.01,20.17,1053,0.05,20.73,866,0.12,21.85,825,0.24,23.63,812,0.17,22.51,1099,14,25.00,101.10,io_bound
800,2,1024,276,0.41,11.08,954,0.41,11.18,1016,0.45,11.82,983,0.56,13.46,1012,0.06,5.84,720,0.35,15.27,890,0.05,10.71,981,0.40,16.05,802,0.48,17.22,826,0.39,15.83,1197,0.13,11.99,1161,0.25,13.82,814,0.40,15.96,1124,0.08,11.18,1087,0.19,12.83,1122,0.37,25.51,1101,0.47,27.07,1087,0.30,24.45,850,0.53,27.95,1078,0.51,27.61,922,5,5.00,246.77,cpu_bound
801,2,512,125,0.01,5.14,1058,0.05,5.76,1162,0.45,11.69,832,0.08,6.20,823,0.42,11.35,956,0.36,15.46,1077,0.07,11.05,915,0.52,17.77,1193,0.59,18.86,838,0.02,10.27,1092,0.35,15.30,1169,0.29,14.39,1096,0.04,10.54,940,0.24,13.61,1093,0.30,14.50,928,0.03,20.50,804,0.00,20.07,1137,0.07,21.05,1071,0.06,20.88,925,0.44,26.67,1112,1,5.00,117.81,cpu_bound
803,1,1024,272,0.00,5.02,643,0.41,11.22,839,0.10,6.50,923,0.54,13.13,1071,0.05,5.81,1133,0.08,11.19,826,0.34,15.05,871,0.37,15.54,1129,0.42,16.36,1043,0.38,15.65,1109,0.43,16.39,1000,0.11,11.66,1166,0.39,15.80,996,0.51,17.71,820,0.48,17.18,987,0.14,22.17,978,0.33,24.90,847,0.58,28.64,1122,0.45,26.79,1147,0.40,26.03,1000,1,150.00,265.45,mixed
806,1,512,286,0.30,9.57,974,0.44,11.62,1112,0.15,7.26,1108,0.26,8.84,848,0.02,5.23,827,0.10,11.46,861,0.36,15.42,1168,0.29,14.31,965,0.55,18.21,894,0.13,12.00,924,0.55,18.27,1183,0.58,18.70,950,0.35,15.25,1153,0.41,16.19,956,0.07,11.07,1091,0.18,22.70,859,0.43,26.42,1196,0.27,24.11,1152,0.05,20.68,804,0.22,23.26,877,5,150.00,259.54,mixed
808,2,4096,191,0.46,11.92,832,0.44,11.67,1100,0.34,10.13,973,0.39,10.80,803,0.20,8.04,882,0.10,11.53,987,0.08,11.23,1088,0.04,10.57,954,0.44,16.58,901,0.34,15.10,1006,0.12,11.86,1045,0.38,15.73,844,0.58,18.76,905,0.54,18.07,1031,0.08,11.20,1147,0.39,25.87,920,0.21,23.09,1156,0.42,26.23,1125,0.57,28.52,1086,0.36,25.36,837,8,75.00,174.62,mixed
809,1,4096,285,0.42,11.31,864,0.35,10.28,854,0.20,8.03,1047,0.02,5.24,754,0.49,12.30,1069,0.30,14.55,1144,0.17,12.50,983,0.46,16.86,900,0.09,11.30,880,0.28,14.22,941,0.35,15.29,1147,0.04,10.59,886,0.02,10.23,1178,0.38,15.72,1179,0.14,12.07,1160,0.08,21.17,884,0.44,26.58,1193,0.12,21.80,1117,0.40,26.02,1102,0.07,20.98,1115,4,50.00,268.88,io_bound
811,2,512,110,0.03,5.44,903,0.29,9.32,903,0.14,7.06,1035,0.32,9.77,1078,0.60,13.96,881,0.17,12.60,908,0.24,13.53,1122,0.12,11.83,997,0.46,16.89,1002,0.22,13.33,956,0.54,18.05,1154,0.39,15.89,931,0.22,13.34,846,0.43,16.46,1011,0.51,17.62,981,0.23,23.46,983,0.45,26.73,998,0.08,21.27,1185,0.28,24.20,1063,0.04,20.58,1102,1,75.00,97.36,mixed
812,1,512,131,0.49,12.42,1127,0.21,8.10,1162,0.30,9.45,880,0.29,9.42,1100,0.09,6.30,1043,0.03,10.40,814,0.24,13.67,1157,0.32,14.74,874,0.31,14.64,1129,0.40,15.94,919,0.29,14.34,975,0.56,18.38,1006,0.23,13.40,801,0.11,11.65,1104,0.34,15.05,845,0.41,26.14,1051,0.08,21.22,974,0.27,24.09,1166,0.38,25.75,973,0.07,21.08,894,6,150.00,120.33,mixed
813,2,512,98,0.09,6.35,1098,0.39,10.88,905,0.27,9.01,924,0.16,7.46,825,0.22,8.25,997,0.12,11.83,1057,0.51,17.67,978,0.56,18.35,1061,0.35,15.25,814,0.08,11.18,1037,0.07,11.12,952,0.25,13.68,910,0.43,16.39,1173,0.10,11.48,836,0.29,14.37,996,0.26,23.88,885,0.40,26.07,1105,0.24,23.63,1017,0.12,21.79,1166,0.30,24.43,1068,1,75.00,81.97,mixed
814,1,1024,258,0.33,10.02,868,0.54,13.15,1076,0.05,5.78,917,0.07,6.04,1051,0.08,6.24,1191,0.30,14.54,1067,0.38,15.67,1101,0.14,12.08,929,0.39,15.89,1175,0.51,17.67,1081,0.34,15.13,961,0.31,14.61,1064,0.12,11.81,1169,0.07,11.07,991,0.29,14.33,1051,0.38,25.67,1001,0.31,24.68,1169,0.39,25.91,1044,0.33,24.98,1045,0.48,27.19,848,3,50.00,238.61,io_bound
817,2,1024,55,0.57,13.60,1081,0.38,10.77,1158,0.00,5.05,745,0.30,9.57,1162,0.25,8.69,1167,0.38,15.65,993,0.16,12.38,1082,0.40,16.01,1047,0.55,18.20,985,0.49,17.39,1091,0.07,11.08,1159,0.45,16.82,809,0.36,15.33,1042,0.55,18.21,839,0.37,15.51,857,0.32,24.74,965,0.04,20.60,934,0.57,28.58,1135,0.43,26.50,966,0.45,26.80,1054,3,75.00,51.99,mixed
818,1,512,193,0.31,9.70,1010,0.43,11.52,1196,0.59,13.83,859,0.13,6.96,879,0.37,10.49,1084,0.55,18.26,1105,0.55,18.19,906,0.51,17.71,1198,0.11,11.66,1197,0.14,12.11,882,0.37,15.49,840,0.07,11.09,989,0.43,16.39,1048,0.14,12.12,1093,0.42,16.33,1051,0.42,26.29,1082,0.11,21.67,851,0.19,22.87,1156,0.53,27.98,1130,0.47,27.11,1126,12,50.00,171.70,io_bound
819,1,4096,276,0.03,5.50,1172,0.01,5.21,1171,0.31,9.60,1167,0.09,6.31,893,0.00,5.07,705,0.07,11.12,1144,0.16,12.36,1085,0.52,17.76,1129,0.04,10.56,857,0.27,14.04,832,0.24,13.66,879,0.51,17.67,1023,0.34,15.14,955,0.57,18.58,1182,0.47,17.10,864,0.25,23.82,1198,0.11,21.68,815,0.01,20.14,1058,0.25,23.80,1137,0.23,23.50,903,5,150.00,249.06,mixed
820,2,2048,94,0.51,12.71,1103,0.37,10.49,959,0.29,9.28,971,0.20,7.94,1170,0.21,8.21,1112,0.28,14.17,1099,0.06,10.83,804,0.30,14.48,1016,0.30,14.53,1043,0.45,16.80,896,0.51,17.60,807,0.36,15.45,1109,0.52,17.81,917,0.16,12.47,862,0.12,11.80,1141,0.27,23.98,917,0.04,20.66,1048,0.25,23.76,1183,0.24,23.58,1053,0.57,28.62,874,7,75.00,87.80,mixed
821,1,1024,127,0.36,10.40,886,0.07,6.08,1065,0.52,12.86,1181,0.36,10.45,885,0.40,10.99,906,0.40,16.02,937,0.00,10.06,957,0.35,15.22,1058,0.39,15.83,932,0.42,16.35,1104,0.59,18.92,1073,0.07,11.07,1138,0.60,18.97,844,0.05,10.69,1092,0.31,14.64,1126,0.49,27.33,1016,0.03,20.44,1117,0.50,27.55,1140,0.19,22.86,888,0.50,27.44,963,7,50.00,114.11,io_bound
822,2,1024,196,0.43,11.50,1079,0.48,12.17,931,0.36,10.44,899,0.05,5.77,656,0.27,9.10,949,0.04,10.61,862,0.45,16.76,1159,0.19,12.87,1052,0.31,14.58,989,0.35,15.26,982,0.18,12.73,1083,0.32,14.77,1084,0.48,17.19,1182,0.48,17.13,1139,0.29,14.31,999,0.01,20.12,1024,0.11,21.71,1192,0.56,28.44,1104,0.37,25.51,937,0.12,21.82,1106,4,25.00,169.25,io_bound
